default,student,loan,income
0,1,1119,22811
0,0,672,17621
0,0,634,38673
0,1,832,16164
0,1,373,22019
0,0,776,58482
0,1,1031,12195
0,0,911,43796
0,0,1011,42163
0,0,1090,48281
0,0,1009,53802
0,0,0,50127
0,1,1824,20074
0,0,730,44412
0,0,991,30942
0,0,1357,35031
0,0,577,41699
0,0,1335,43386
0,0,1488,47624
0,0,779,48552
0,0,444,37599
0,0,1023,34632
0,1,153,17840
0,0,662,47169
0,0,313,34919
0,0,645,30102
0,0,0,49010
0,0,780,22975
0,1,569,19756
0,0,1288,38507
0,0,1178,32295
0,0,795,25705
0,0,877,24903
0,0,824,36702
0,0,1019,52090
0,0,943,38909
0,0,7,40145
0,0,0,55158
0,1,1420,22791
0,1,1255,18190
0,0,0,37796
0,0,1140,33605
0,1,748,19869
0,0,1599,48717
0,0,1226,21426
0,0,930,50612
0,0,807,43854
0,0,345,56966
0,0,982,42907
0,1,1068,14486
0,0,743,39018
0,0,1060,30948
0,0,524,33767
0,0,698,29799
1,1,1501,15802
0,1,1683,14379
0,1,1264,6467
0,0,1352,34248
0,0,377,50671
0,0,630,37255
0,1,709,11355
0,0,541,42332
0,0,421,42721
0,0,501,47911
0,0,0,41663
0,0,1089,43360
0,0,604,56468
1,0,1166,50342
0,0,1458,43155
0,0,390,27108
0,0,584,35517
0,0,901,13498
0,1,1380,14142
0,0,1146,39902
0,0,1058,43327
0,0,474,35981
0,1,969,22425
0,1,1617,12558
0,0,1185,33299
0,0,473,41257
0,0,1258,30964
0,0,641,37307
0,0,106,42443
0,0,672,25947
0,0,569,45187
0,1,368,26670
0,0,1547,57267
0,0,230,28930
0,0,815,34200
0,1,164,17996
0,1,1786,15292
0,0,661,27874
0,1,980,13522
0,1,778,23806
0,1,191,21745
0,0,524,45284
0,0,176,40044
0,0,978,38368
0,0,838,44261
0,1,1436,27658
0,0,638,53813
0,0,714,48631
0,0,738,36086
0,0,508,58028
0,1,1034,15818
0,1,20,20514
0,0,435,48898
0,0,0,45335
0,0,630,53069
0,1,523,26900
0,1,295,11681
0,1,469,14647
0,0,838,40903
0,0,1408,52746
0,1,1417,16054
0,0,364,38110
0,1,128,17077
1,1,1894,28322
0,1,1625,10624
0,0,646,46406
0,0,684,38185
0,0,1168,46905
0,0,766,51614
0,1,738,14063
0,0,526,45531
0,0,631,38878
0,0,0,65944
0,0,914,53809
0,0,579,60499
0,0,1504,43888
0,1,555,11581
1,1,1289,13625
0,0,546,35715
0,0,1112,33469
0,0,565,35821
0,0,592,38880
0,1,908,22084
1,1,2169,18195
0,1,1108,15337
0,0,0,27167
0,0,958,35331
0,0,448,29537
0,0,1188,40705
0,1,1224,19520
0,1,960,18414
0,0,735,35010
0,0,0,47628
0,0,1423,48914
0,0,217,26975
0,0,672,36705
0,0,831,45959
0,0,653,58750
0,0,534,64930
0,1,1627,17722
0,0,1382,30396
0,0,0,38663
0,0,1166,38110
0,0,1190,34198
0,0,435,39505
0,1,1382,17166
0,0,1266,27234
0,0,1304,40010
0,1,240,21142
0,1,326,21109
0,0,563,41935
0,0,531,28836
0,1,595,17875
0,0,746,60181
0,1,1219,29900
0,0,266,37622
1,0,1900,46076
0,1,718,13729
0,0,507,56075
0,1,1423,14045
0,0,1254,37646
0,0,1302,38919
1,1,2415,17430
0,1,1367,11293
0,0,449,31625
0,0,506,31971
0,0,1150,54983
0,0,981,30385
0,1,612,16271
0,1,1122,20351
0,0,60,36000
0,1,1353,26208
0,0,1232,50732
0,0,924,28804
0,0,518,65502
0,1,1796,12548
0,0,984,26050
0,1,990,18998
0,0,1530,52682
0,0,273,44250
0,1,636,19468
1,0,1751,38382
0,0,722,46270
0,0,511,25768
0,0,564,41354
0,0,1111,47221
0,0,403,48874
0,0,430,29246
0,0,278,33188
1,0,2228,27438
0,0,1202,30099
0,0,491,44686
0,1,793,8700
0,0,871,37180
0,1,1149,11337
0,0,494,49736
0,1,874,10845
0,0,1098,23224
0,0,976,29998
0,0,1374,43124
0,1,1283,22360
0,0,637,45649
0,0,1823,24745
0,0,606,34515
0,0,0,27889
0,0,492,37129
0,0,248,37869
0,0,1037,37151
0,0,1131,35235
0,1,1049,10392
0,0,1252,50174
1,0,1579,61220
0,0,0,40341
0,0,1532,33595
0,0,935,30910
0,1,1056,16874
0,1,1061,21431
0,0,254,41472
0,0,323,36119
0,0,1051,31750
0,1,926,14258
0,1,831,13703
0,0,281,56567
0,1,1092,20465
0,0,702,49709
0,0,663,32756
0,0,225,25387
0,0,1109,60726
0,1,0,20072
0,0,353,36752
0,1,1390,21735
0,0,600,32471
0,0,515,45764
0,1,485,15884
0,0,279,49231
0,0,661,35806
0,0,1110,27501
0,0,1306,29376
1,1,1966,17736
0,0,589,33224
0,0,0,42869
0,0,1290,35165
0,0,1054,50795
0,0,0,43513
0,0,898,37900
0,1,674,13345
0,0,636,49488
0,0,412,48347
1,0,1898,61011
0,0,1606,27382
0,0,0,41040
0,1,0,20157
0,0,486,53052
0,0,1738,38822
0,0,0,62747
0,0,356,34731
0,0,0,24818
0,1,1926,20442
0,0,819,55717
0,1,589,24016
0,0,976,28804
0,0,127,40728
0,0,713,48176
0,0,738,48995
0,1,687,14059
0,0,445,41958
0,0,1061,32839
0,0,1425,37189
0,1,638,21283
0,1,1101,20937
0,0,888,41489
0,0,951,20616
0,1,1152,15852
0,0,883,27126
0,0,1127,47378
0,0,743,34353
0,1,1532,19462
0,1,267,28453
0,1,310,16480
0,0,1702,46589
0,0,650,39655
0,0,648,45392
0,0,995,24783
0,0,330,45757
0,0,1359,20701
1,0,1167,30368
0,0,672,26143
0,1,484,12045
0,0,1405,47712
0,0,617,54490
0,1,965,21437
0,0,467,24719
0,0,619,25928
0,0,1311,28978
0,0,124,28312
0,0,786,45305
0,0,748,46982
1,1,2124,12651
0,1,326,16989
0,1,475,14987
0,0,60,24889
0,0,1611,47894
0,0,546,27237
0,0,0,46590
0,0,1249,52232
0,1,588,18448
1,0,1303,43680
0,1,908,27417
0,1,1252,13861
0,0,277,37177
0,0,624,57484
0,0,943,41765
0,1,1815,18919
0,1,927,20499
1,1,2008,18601
0,0,1028,31298
0,0,408,51132
0,0,1355,42631
0,1,377,16042
0,0,856,69124
0,0,1111,43992
0,0,438,27856
0,0,1014,60575
1,0,1923,56203
0,0,1067,49630
0,0,466,33999
0,0,899,36362
0,0,593,34356
0,0,164,42695
0,0,0,62975
0,1,1335,17044
0,1,1550,11928
0,0,1441,33853
0,0,1158,39080
0,0,899,36335
0,0,331,44752
0,0,439,42132
0,0,490,27043
0,0,653,37144
0,0,207,49221
0,1,932,14950
0,0,1098,42332
0,1,1960,19678
0,1,1707,20805
0,0,1256,55971
0,0,538,54481
0,0,349,38844
0,0,168,20151
0,0,1612,42281
0,0,551,48008
0,1,1521,16831
0,0,827,61365
0,0,770,38010
0,1,1109,10973
0,0,559,53542
0,1,390,9050
0,0,1567,42259
0,0,170,62708
0,0,529,46222
0,0,0,49472
0,1,1000,14071
0,0,539,34834
0,0,435,35169
0,0,111,64526
0,0,154,49405
0,1,857,19057
0,1,934,20747
0,0,783,36515
0,1,1271,17451
0,0,911,33661
0,0,749,40612
0,0,669,42029
0,1,1062,18590
0,0,766,45155
0,1,1396,15837
0,0,265,34041
1,0,2081,34494
0,0,325,47103
0,1,1135,24005
1,0,1732,56229
0,1,1133,16749
0,0,783,37497
0,1,746,12897
0,0,1444,51155
0,1,1341,19319
1,0,1904,41174
0,0,318,42209
0,0,901,43243
0,0,528,39951
0,1,916,16889
0,0,1144,42695
1,0,1489,22257
0,0,1024,27105
0,0,620,29217
0,0,1007,34893
0,0,0,42578
0,0,1342,51443
0,1,1478,22565
0,0,149,52310
0,0,280,52008
0,0,870,49313
0,0,1493,56364
0,0,1128,43345
0,0,925,38677
0,0,312,43380
0,0,697,28610
0,1,296,25452
0,0,465,17862
0,1,750,17292
0,0,890,52943
0,0,0,37455
0,1,341,12352
0,0,724,43400
0,0,980,40374
0,0,33,30510
0,0,1204,40969
0,0,736,23225
0,1,885,27209
0,0,826,48217
0,1,1735,14165
0,1,670,16513
0,0,875,36709
0,0,0,40021
0,0,827,43833
0,0,1509,31739
0,1,0,19096
0,1,915,7526
0,0,303,51030
0,1,275,13448
0,0,590,42335
0,0,1120,45153
0,1,1417,11105
0,0,1270,44185
0,0,848,35187
0,0,561,43255
0,0,620,45463
0,0,1198,18449
1,0,1586,52275
0,0,478,28263
0,0,1145,41371
0,0,779,58860
0,1,1675,13704
0,0,681,56759
0,1,1114,17594
0,0,339,38097
0,0,909,55612
0,0,481,11193
0,1,875,17378
0,0,0,42515
0,0,1354,52049
0,0,1074,28846
0,1,1402,13276
0,0,759,24473
0,0,4,38326
0,0,195,38794
0,1,598,16527
0,1,1068,18642
0,0,379,43096
0,1,584,15180
0,0,466,30793
0,0,1144,33625
0,1,1025,29019
0,0,204,63638
0,1,440,17824
0,0,0,40574
0,0,721,42754
0,0,1386,44983
0,0,1128,64619
0,0,808,36076
0,1,280,25307
0,0,379,15738
0,1,886,21211
0,0,0,37482
0,1,1007,19066
0,0,491,37999
0,1,141,11314
0,0,762,46422
0,0,1788,33313
0,0,965,33908
0,0,932,52704
0,0,10,37673
0,1,1972,22040
0,1,1172,17642
0,0,784,44927
0,0,503,20476
0,1,295,17324
1,1,1475,20210
0,0,950,38990
0,1,1084,17523
0,1,1335,18065
1,0,1332,53517
0,0,315,43441
0,1,683,12368
0,1,1087,17061
0,0,444,46611
0,0,427,34191
0,0,533,55847
0,1,1378,20120
0,0,470,29309
0,1,470,10062
0,0,98,25309
0,0,400,30160
0,0,1266,20817
0,1,700,15905
0,0,1267,47991
0,0,116,30765
0,1,1024,15738
0,0,824,24533
0,1,1329,13389
0,0,1032,46542
0,1,1094,14791
0,0,588,39619
0,0,1379,48255
0,1,444,23692
0,1,598,21297
0,0,738,35134
0,0,563,47142
0,1,1519,23878
0,0,1611,30099
0,1,542,14295
0,0,586,31467
0,1,649,24457
0,1,913,17140
0,0,1651,43478
0,0,759,37486
0,0,1956,45508
0,0,447,27627
0,0,875,39808
0,1,1125,28937
0,0,0,29428
0,0,185,44021
0,0,1134,39860
0,1,1149,19717
0,0,1040,35640
0,0,754,21508
0,0,818,34904
0,1,1229,17461
0,1,16,24291
0,0,764,64968
0,1,1667,15615
0,0,637,48943
0,0,911,31265
0,0,125,50060
0,1,548,15309
0,0,795,34170
0,0,649,37015
0,0,0,51758
0,0,292,41036
0,0,1286,31068
0,0,846,44481
0,1,1660,26839
0,0,611,36145
0,1,1137,16177
0,1,1116,11497
0,0,302,28805
0,0,1074,35055
0,0,511,32152
0,0,974,43862
0,0,46,42534
0,0,1732,58076
0,0,1429,31388
0,0,504,62115
1,1,2179,15303
0,0,19,24699
0,0,1047,46008
0,1,1050,11138
0,0,1373,35468
0,0,958,28146
0,0,827,47359
0,0,1005,42128
0,0,1133,25402
0,0,619,45155
0,0,1074,47935
0,0,1109,39677
0,0,584,42590
0,0,836,23161
0,0,699,29580
0,0,930,40442
0,0,917,41432
0,0,1324,10892
0,1,1219,11362
0,0,265,45828
0,1,1255,19886
0,0,1524,18879
0,0,326,30156
0,0,1821,54052
0,1,1357,25733
0,0,1187,53319
0,1,926,20953
0,0,1452,27854
0,0,32,38789
0,0,685,36015
0,0,1072,54792
0,0,874,50078
0,0,926,38094
0,0,1236,53171
0,1,1156,24841
1,0,1360,28992
0,0,235,40394
0,0,855,26672
0,1,1406,19702
0,1,1161,13913
0,0,329,20709
0,0,1541,32508
0,0,1457,59362
0,0,0,24566
0,0,83,45443
0,0,96,31437
0,0,675,47654
0,0,918,44467
0,1,760,14218
0,0,379,14793
1,1,2004,18861
0,0,1470,43437
0,0,200,36926
0,0,843,39512
0,0,677,34401
0,0,46,42026
0,0,543,48898
0,0,90,30004
0,0,908,37320
0,0,0,46307
0,1,1327,20790
0,1,994,12531
0,1,1084,20881
0,0,1198,30377
0,0,1378,43412
0,0,183,32359
0,0,530,35102
0,1,1632,15764
0,1,1119,20620
0,0,787,45773
0,1,970,21413
0,0,1257,38083
0,0,1015,31026
0,1,1198,17452
0,1,847,16926
0,0,598,52896
0,1,983,17002
0,0,1296,45226
0,0,412,30207
1,0,1505,26183
0,1,367,16296
0,0,0,27889
0,1,895,19336
0,0,76,42075
0,0,643,34894
0,1,1777,14568
0,0,370,44507
0,0,653,52277
0,0,794,48908
0,0,917,19004
0,0,510,38614
0,0,948,42094
0,1,861,19515
0,0,302,35232
0,0,892,35063
0,0,1378,38365
0,1,1223,15175
0,0,379,39492
0,0,0,41524
0,1,1104,28553
0,1,704,21140
0,1,1402,21567
0,1,68,10996
0,0,410,30628
0,1,656,19915
0,1,655,14504
0,0,1256,43929
0,0,1218,33443
0,0,692,35563
0,1,548,19501
0,0,438,31537
0,0,1068,70701
0,0,521,31982
0,1,1349,25806
0,0,675,41798
0,0,516,25892
0,1,1470,19647
0,0,859,43102
0,0,1114,59200
0,0,773,51788
0,1,804,16554
0,0,376,43940
0,0,830,36164
0,0,300,34920
0,1,149,15646
0,0,705,47752
0,0,468,43309
0,0,382,38348
0,0,450,46173
0,0,380,39064
0,1,152,18659
0,0,1535,35282
0,0,1597,34656
0,0,778,52546
0,0,108,42200
0,1,962,13389
0,1,235,13361
0,0,935,57139
0,0,0,34563
0,0,10,37590
0,1,2370,24252
0,0,1447,37323
0,0,829,25162
0,0,1474,47041
0,0,914,50351
0,0,1029,34258
0,0,564,54148
0,1,748,19330
0,1,812,13829
0,1,797,23438
0,0,702,53152
0,0,1195,42107
1,0,1673,66466
0,0,890,20806
0,1,580,18556
0,0,1143,28901
1,1,1238,14863
0,0,741,48683
0,1,1470,18621
0,0,508,45839
0,1,452,19923
0,0,432,30115
0,0,389,36933
0,1,647,18906
0,0,1069,42361
0,0,518,45495
0,0,996,23721
0,0,995,47287
0,0,0,55070
0,0,481,36192
0,0,414,42454
0,0,730,47074
0,0,11,43520
0,1,1508,14632
0,1,1129,13580
0,0,1160,46790
0,0,818,40659
0,1,901,16745
0,1,1778,17061
0,0,1037,34913
0,0,199,49293
0,1,1296,23191
0,1,468,6366
0,0,688,27081
0,0,202,37189
0,0,621,37249
0,0,963,30101
0,0,1107,51880
0,0,1391,30427
0,0,199,58599
0,0,91,37914
0,0,461,49243
0,0,1182,34785
0,0,748,43216
0,1,1728,11608
0,0,831,39080
0,0,656,40258
0,1,787,22435
0,1,761,20070
0,0,0,44388
0,0,523,53116
0,0,482,35818
0,0,0,26275
0,1,1415,17955
0,1,1103,22411
0,0,949,38248
0,1,726,9020
0,0,1727,40791
0,0,892,43926
0,0,667,66538
0,1,1060,15661
0,1,831,18260
0,0,319,44411
0,0,1147,44872
0,0,665,47879
0,0,1067,35568
0,1,375,19807
0,0,549,43689
0,1,944,17731
0,0,111,42292
0,0,505,59560
0,0,798,32922
1,0,2008,35145
0,0,966,29219
0,0,1768,30762
0,0,435,32198
0,1,686,15892
0,1,745,12878
0,0,162,43676
0,0,0,32558
0,0,1389,38373
0,0,802,45053
0,1,336,16123
0,0,1032,39260
0,0,893,43816
0,0,1007,45124
0,0,787,38024
0,1,1815,24177
0,0,116,50109
0,0,840,47348
0,1,825,15159
0,0,239,25485
0,0,934,52319
0,0,459,37631
0,1,870,15956
0,0,232,11151
0,0,151,32106
0,0,1215,55231
0,0,1435,33729
0,0,338,47340
0,1,1057,20304
0,0,194,28743
0,0,299,50230
0,1,938,21912
0,0,1297,47095
0,0,690,56959
0,0,1014,34167
0,0,1214,48797
0,0,0,39270
0,1,1400,11010
0,0,591,50247
0,0,1439,35532
0,0,438,48859
0,0,783,37428
0,0,1865,48678
0,0,208,46841
0,0,621,32169
0,0,994,52690
0,0,675,42464
0,0,538,46953
0,0,690,29924
0,1,1369,18144
0,0,654,37707
0,0,798,29934
0,0,763,48170
0,0,1664,52975
0,0,988,49804
0,0,1420,40295
0,1,1196,19666
0,0,618,16944
0,0,1028,32250
0,0,524,39168
0,0,517,39544
0,1,765,5083
0,0,207,53059
0,0,848,43024
0,0,0,40541
0,0,632,37936
0,0,1015,51439
0,0,157,41415
0,0,525,43738
0,0,963,28661
0,0,594,24069
1,1,2322,21331
0,1,1129,17232
0,1,2119,18792
0,0,291,13240
0,0,1244,33880
0,0,1178,49062
0,0,0,44226
0,1,493,10154
0,0,0,62689
0,0,530,39311
0,0,0,45104
0,0,1028,51228
0,1,488,33003
0,0,4,46970
0,0,1636,35815
0,0,108,33764
0,1,129,20571
0,0,957,38286
0,1,823,17254
0,0,459,33164
0,1,868,18949
0,1,118,18753
0,0,475,42059
0,1,1181,19139
0,0,316,47329
0,1,552,22555
1,0,1342,35692
0,0,407,45376
0,0,1625,47575
0,1,548,21673
0,0,909,42205
0,1,970,17940
0,1,966,11777
0,0,629,37617
0,1,883,8834
0,0,825,34278
0,0,763,41618
0,0,1246,49480
0,0,61,41548
0,0,1378,34684
0,0,1215,43793
0,0,495,13980
0,0,840,39158
0,0,982,29157
0,1,928,4143
0,0,434,30582
0,0,1213,17727
0,0,316,26518
0,1,974,21590
0,0,0,25604
0,0,714,37230
0,0,997,22062
0,0,1326,34946
0,1,1135,24314
0,0,0,50805
0,0,44,48544
0,0,666,50105
0,1,0,18426
1,1,2334,19336
0,0,304,28525
0,0,634,35131
0,1,854,18751
0,0,747,43899
0,1,1120,19170
0,0,1290,36899
0,0,1349,33488
1,0,1633,44327
0,0,694,32595
0,0,468,43436
0,0,618,27869
0,1,1218,20977
0,0,872,36005
0,0,0,28659
0,0,895,37904
0,1,362,21686
0,1,937,18412
0,0,0,55761
0,0,340,31093
0,0,424,32640
0,1,1529,17358
0,0,894,47682
0,0,761,40854
0,0,883,37961
0,1,1323,15304
0,0,2037,31384
0,0,751,54993
0,0,579,25523
0,0,829,58070
0,0,1160,51895
0,0,1198,44048
0,0,418,48036
0,0,778,43911
0,0,626,29644
0,0,1383,36232
0,0,986,25342
0,0,938,24933
0,0,0,44526
0,0,132,51107
0,1,1096,15536
0,0,499,44774
0,0,1236,37885
0,0,637,27828
1,0,2147,58271
0,0,516,42446
0,1,113,21068
0,0,352,40716
0,0,918,26798
0,1,1379,14330
0,1,483,21369
0,0,813,49478
0,1,1330,13765
0,0,1374,56878
0,1,1412,16677
0,0,314,37721
1,1,1804,29101
0,0,965,40815
0,0,1139,42759
0,1,1009,21905
0,0,615,25865
0,0,674,41891
0,1,1289,24918
0,1,2388,7832
0,0,0,34545
0,1,1119,20011
0,0,1353,35743
0,1,886,17534
0,1,1469,25039
0,0,727,46329
0,0,593,36996
0,1,1168,13581
0,0,542,56100
0,0,1055,29967
0,0,400,43244
0,1,553,14321
0,0,1190,50839
0,0,698,38136
0,0,432,46941
0,0,851,53434
0,0,1458,37454
0,1,992,13958
0,0,388,40064
0,0,794,43336
0,0,412,37088
0,1,1163,27309
0,1,880,20177
0,0,752,48764
0,0,40,33278
0,1,1243,18331
0,1,1672,20075
0,0,1097,40021
0,0,919,28328
0,0,1185,39927
0,0,997,44749
0,1,741,15500
0,1,1234,12268
0,0,0,52586
0,1,985,30296
0,0,1023,40866
0,0,423,46001
0,1,1007,17218
0,0,893,49960
0,0,1008,39611
0,0,692,45429
0,0,410,36502
0,1,1215,15994
0,0,599,49813
0,0,355,50161
0,0,870,33540
0,0,1786,54207
0,1,1222,12603
0,0,0,39164
0,0,1621,38591
0,0,1121,39396
0,0,737,55188
0,0,1740,51623
0,0,1479,41986
0,0,904,35296
0,0,740,48283
0,0,229,36783
0,0,1314,39989
0,0,904,27396
0,0,668,42079
0,0,540,33856
0,0,1877,43442
0,0,740,30853
0,1,409,18472
0,1,482,30588
0,0,1098,43066
0,0,1581,36514
0,1,920,16088
0,0,425,37351
0,0,0,53273
0,1,928,16969
0,0,617,38107
1,0,1673,49310
0,0,1023,19354
0,0,1460,44335
0,0,1236,35140
0,0,622,43472
0,0,281,50404
0,0,327,45563
0,0,903,52528
0,1,673,13796
0,1,711,17626
0,0,901,48855
1,1,2216,20912
0,0,1211,40183
0,0,829,33424
0,1,533,14707
0,1,769,22138
0,0,747,40355
0,1,731,7300
0,1,1308,17354
0,0,481,33501
0,1,1410,21570
0,0,525,40663
0,1,1122,13929
0,0,1106,42110
1,0,1320,36549
0,1,824,19042
0,0,173,47061
0,1,1497,10576
1,1,1820,19393
0,0,389,20200
1,1,2047,13679
0,0,910,44879
0,0,686,33190
0,1,0,20566
0,1,1676,25688
0,0,972,33543
0,0,888,59416
0,0,1313,64403
0,0,1809,30021
0,0,1171,49833
0,0,439,44620
0,0,103,45799
0,0,1474,32860
0,0,781,37023
0,0,1144,28019
0,0,1149,37392
0,0,667,31150
0,0,1014,50269
0,1,1418,12789
0,1,1345,23169
0,1,1493,14296
0,0,828,36242
0,1,209,17966
0,0,567,39841
0,0,687,32359
0,1,1926,12283
0,0,814,36614
0,0,1570,43025
0,0,0,42035
0,1,0,13226
0,1,1829,20226
0,0,778,50870
1,0,1645,61475
0,0,295,36539
0,0,781,22328
0,0,674,39509
0,0,343,58412
0,1,1302,16292
0,0,226,54124
0,1,1457,14530
0,0,955,52224
0,0,777,47369
0,0,0,23617
0,0,527,49280
0,0,30,36973
0,0,125,16157
0,1,1096,16128
0,0,0,41194
0,0,974,48095
0,0,1288,42226
0,0,269,33847
0,0,1106,35451
0,0,361,37582
0,0,933,24114
0,0,1184,38410
0,1,1851,20409
0,1,1518,12959
0,0,970,41302
0,0,684,41005
0,0,915,23683
0,0,0,47896
0,0,607,32497
0,0,690,37696
0,0,562,38895
0,0,304,43791
1,0,1823,14664
0,1,1698,11765
0,1,1355,11071
0,1,1010,18002
0,0,888,29642
0,0,309,39121
0,0,1512,35653
0,0,0,39858
0,0,1275,55207
0,1,1795,7112
0,0,849,44380
0,0,589,58764
0,0,551,24975
0,1,1084,13680
0,0,723,35938
1,0,699,31755
0,0,911,40223
0,1,1581,17331
0,0,949,39672
0,0,199,21753
0,1,1759,11556
0,0,781,29691
0,1,1771,18837
1,1,2183,20781
0,0,696,35921
0,0,564,47840
0,0,1041,41486
0,0,294,38894
0,1,1489,17934
0,0,237,44615
0,0,1267,34652
0,0,1060,33568
0,1,704,13472
0,0,0,45701
0,0,0,47847
0,0,500,42053
0,0,729,33662
0,0,1238,37545
0,0,777,37685
0,0,202,28814
0,0,625,52075
0,0,1089,28232
0,0,993,45540
0,0,353,41549
0,0,417,69387
0,0,938,31664
0,1,15,13430
0,0,1129,42566
0,1,1925,8098
0,0,211,50506
0,0,24,42815
0,0,891,43536
0,0,707,18676
0,1,1018,18239
0,0,1404,28764
0,0,817,55893
0,1,909,20332
0,0,1216,47562
0,0,177,43150
0,0,402,51338
0,0,1214,45778
0,1,1836,17807
0,0,67,43190
0,0,1343,30961
0,0,1309,34470
0,1,463,21249
1,0,1672,50327
0,0,358,45517
0,0,705,38298
0,1,454,9770
0,1,1799,20216
0,0,748,21153
0,0,650,46497
0,1,341,21279
0,0,1476,50702
0,0,1134,41748
0,1,852,20949
0,1,931,22920
0,0,1027,47046
0,0,1494,48134
1,0,1397,40371
0,0,44,50766
0,0,938,33342
0,0,777,36704
0,1,1590,15262
0,1,1248,16411
0,0,0,30144
1,1,2292,20837
0,0,677,33014
0,0,136,59370
0,0,631,52492
0,0,316,38939
0,1,565,15411
0,0,663,25729
0,0,72,35375
0,0,491,37836
0,0,1332,38903
0,0,755,37027
0,0,684,45400
0,1,407,25377
0,0,0,37727
0,0,130,44560
0,0,1224,46812
0,0,1525,52676
0,0,619,17122
0,0,354,43145
0,0,423,58345
0,0,26,28164
0,0,698,48470
0,0,462,44546
0,0,600,36584
0,0,1251,43191
0,0,1432,31251
0,1,976,12103
0,1,446,10630
0,0,694,47706
0,1,320,14704
0,0,1102,38872
0,0,0,39250
0,0,166,28440
0,0,1259,40859
0,0,1373,30219
0,0,1464,43700
0,1,1594,14135
0,0,0,31741
0,0,1596,55712
0,0,901,55065
0,0,790,39022
0,0,1203,43809
0,1,1399,22736
0,0,1126,49359
0,0,236,39260
0,0,218,27167
0,0,414,49424
0,0,469,25680
0,0,924,27818
0,0,183,31624
0,0,478,30338
0,0,919,53331
0,1,874,29871
0,0,749,48036
0,0,147,48281
0,0,1267,41931
0,1,884,14889
0,1,1354,17432
0,1,1778,24821
0,0,695,48899
0,0,0,33313
0,0,378,49731
0,0,976,39453
0,1,919,14937
0,0,1314,31146
0,0,1302,15468
0,0,1247,41930
0,0,198,37086
0,0,396,27751
0,1,638,17922
0,0,677,52081
0,0,682,29980
0,0,1115,45833
0,0,558,12741
0,0,531,35314
0,1,1081,23761
0,0,151,31217
1,1,1666,21024
0,0,1086,52761
0,0,0,41435
0,0,1254,34305
0,0,100,24688
0,0,961,51179
0,1,1056,9045
0,0,89,24087
0,0,919,47761
0,0,995,44218
0,0,1774,42956
0,0,702,35336
0,0,1178,30169
0,0,1308,43611
0,0,1115,35045
0,1,816,16908
0,1,1011,6786
0,0,753,45523
0,1,729,18330
0,0,1095,53581
0,0,355,30441
0,0,1309,31777
0,0,0,40258
0,0,464,16670
0,0,571,46569
0,1,1045,29601
0,0,0,39135
0,0,642,29224
0,0,487,25118
0,0,1082,43256
0,1,1225,25717
0,0,953,29328
0,0,1323,52019
0,1,139,24734
0,0,857,32449
0,0,312,46116
0,0,0,49959
0,0,499,47736
0,1,466,14519
0,0,893,45380
0,1,456,17658
0,0,557,45041
0,0,0,28094
0,0,139,50249
0,0,241,36581
0,0,763,42481
0,1,1196,19907
0,0,131,54367
0,0,1253,32363
0,0,1496,44310
0,1,1072,19814
0,1,725,16643
0,1,194,20890
0,0,1442,45037
0,1,1678,8154
0,1,2128,22664
0,1,1393,15574
0,1,1438,23062
0,0,1258,38532
0,1,1329,15972
0,0,605,29770
0,0,601,45607
0,0,1165,29874
1,0,2054,37367
0,0,702,43341
0,0,673,27894
0,1,1263,16935
0,0,358,30217
0,1,1053,24418
0,0,1235,50293
0,0,1154,37553
0,0,1375,35811
0,0,249,51051
0,0,874,39665
0,0,768,23991
0,1,1236,16390
0,1,641,23266
0,1,826,14539
0,0,931,42225
0,0,650,32561
0,1,0,17578
0,0,683,57554
0,0,1207,50011
0,1,840,18104
0,0,895,39028
0,0,712,35468
0,0,1635,47670
0,0,741,46541
0,0,773,38647
0,0,1142,45173
0,0,894,42212
0,1,14,13847
0,0,537,21364
0,0,1093,19759
0,0,541,29807
0,0,1049,34088
0,0,464,37842
0,0,214,56033
0,1,998,13800
0,1,939,18454
1,0,1351,21541
0,1,936,5386
0,0,819,61603
0,1,1669,16831
0,0,396,33709
0,1,811,17975
0,1,62,20267
0,0,1133,23111
0,0,748,36454
1,1,1337,32761
0,0,1138,36134
0,1,1247,15383
0,1,876,17287
0,0,981,43651
0,0,239,30413
0,0,185,40875
0,1,479,19912
0,0,145,41196
0,0,340,36133
0,0,304,43837
0,0,536,47957
0,1,1220,12434
1,1,1926,17012
0,1,460,14782
0,0,825,46148
0,0,31,44971
0,0,536,51972
0,0,668,30803
0,0,694,42041
0,0,81,51044
0,0,1324,28692
0,1,1587,25819
0,0,775,39137
0,0,0,46543
0,1,820,10175
0,0,1416,31303
0,0,1005,34010
0,1,1419,20119
0,0,230,44232
0,1,1559,20707
0,0,673,47533
0,1,457,5297
0,0,968,45299
0,0,258,29967
0,1,1131,20863
0,0,487,27687
0,0,207,49999
0,0,111,58186
0,0,678,30196
0,1,515,10215
0,1,838,20984
0,0,710,34625
0,1,745,17804
0,1,1288,22920
0,1,820,20793
1,0,1709,38204
0,0,1062,38251
0,0,373,35570
0,0,884,42866
0,0,0,41864
0,0,658,26455
0,0,221,42087
0,1,1010,9805
0,0,174,40282
0,0,359,44487
0,0,422,35523
0,1,1296,10987
0,0,1005,36276
0,0,269,40733
1,1,1808,18166
0,0,1238,33816
0,1,700,28161
0,1,1237,16299
